LAB_ID,SCRIPT,MARKET,AVG_ROE_PCT,AVG_WINRATE_PCT,BACKTESTS
895b1198-d074-4f49-8c83-654e118df8aa,ADX BB STOCH Scalper,BINANCEFUTURES_BCH_USDT_PERPETUAL,26.6,84.5,2
e4616b35-8065-4095-966b-546de68fd493,ADX BB STOCH Scalper,BINANCEFUTURES_UNI_USDT_PERPETUAL,35.7,89.9,3
