Lab ID,Lab Name,Strategy Name,Trading Pair,ROE Range,WR Range,Trades Range,Bot Count
44f08a06-2a27-4015-910e-a7fd8cdb25b8,Lab 44f08a06,ADX BB STOCH Scalper,BINANCEFUTURES_BCH_USDT_PERPETUAL,51.9-70.1%,58-59%,59-136,2
